Name,RA,DEC,Distance (pc),Ever Observable(I),Always Observable(I),Ever Observable(SE),Always Observable(SE),Fraction of observable time (SE),Fraction of observable time (SE)
TIC17416749,16.146732999999998,35.691134999999996,187.797,True,False,True,False,0.4885844748858447,0.4885844748858447
TIC219501568,16.30428,42.62706,123.2954,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC39903405,16.343429,41.047959999999996,128.246,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC8348911,16.352003,31.577040999999998,,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC207468071,16.393862,54.690077,192.7116,True,False,True,False,0.4520547945205479,0.4520547945205479
TIC162689341,16.446136,51.041133,585.617,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC219508169,16.453151000000002,42.687767,116.2223,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC255930614,16.508198999999998,38.347535,76.0306,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC207501148,16.510475,56.399868999999995,168.3388,True,False,True,False,0.4200913242009132,0.4200913242009132
TIC232568235,16.511132999999997,49.046789000000004,101.5476,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC115446313,16.831459,47.316983,175.818,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC115524421,16.942033,44.302535999999996,248.1082,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC115583726,16.972567,45.936445,285.0058,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC82452140,17.006504,39.73025,140.1797,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC115623434,17.016385999999997,45.386283,94.443,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC21744120,17.089758,33.012325,162.156,True,False,True,False,0.5159817351598174,0.5159817351598174
TIC198588220,17.107382,44.776885,375.686,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC21832928,17.13212,32.105303,36.6168,True,False,True,False,0.4977168949771689,0.4977168949771689
TIC198385543,17.196998,54.527848,47.314,True,False,True,False,0.4383561643835616,0.4383561643835616
TIC101721385,17.341078,38.242168,224.1,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC9828416,17.406426,33.205073,320.7698,True,False,True,False,0.5114155251141552,0.5114155251141552
TIC39200363,17.416255,32.798396999999994,,True,False,True,False,0.5205479452054794,0.5205479452054794
TIC188768068,17.423306,52.790471999999994,27.071,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC88840705,17.505955,40.369465000000005,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC88992642,17.583872,40.695043,226.1983,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC88996391,17.596291,36.196492,,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC321668398,17.617535,53.021275,536.1355,True,False,True,False,0.45662100456621,0.45662100456621
TIC321669174,17.620151,53.025567,62.4575,True,False,True,False,0.45662100456621,0.45662100456621
TIC270515566,17.630269000000002,47.230289,296.9121,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC165527918,17.742247,54.090970999999996,179.3529,True,False,True,False,0.4337899543378995,0.4337899543378995
TIC308172249,17.818992,29.879043,300.806,True,False,True,False,0.4474885844748858,0.4474885844748858
TIC341815197,17.820478,54.415932,,True,False,True,False,0.4292237442922374,0.4292237442922374
TIC1400212743,17.82364,40.457105,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC116242971,17.842699,36.570176000000004,371.955,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC356311210,17.867738,53.730699,201.1263,True,False,True,False,0.4383561643835616,0.4383561643835616
TIC116264089,17.868607,37.546327000000005,232.889,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC159742538,17.886956,37.21174,523.697,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC159815224,17.921597,40.167475,264.4243,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC75656058,18.059914000000003,38.073512,,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC75878355,18.129033,39.072927,22.635,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC298647682,18.150949,53.217729000000006,,True,False,True,False,0.4429223744292237,0.4429223744292237
TIC76197937,18.246845999999998,37.629995,611.0229,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC23059280,18.276264,34.173012,,True,False,True,False,0.502283105022831,0.502283105022831
TIC76419763,18.293702,36.621462,306.007,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC424435940,18.313417,45.172219,292.851,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC289164482,18.497287,40.541412,48.9452,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC288631580,18.528346,82.305949,122.9302,True,False,True,False,0.2328767123287671,0.2328767123287671
TIC27848472,18.575449,35.661431,232.699,True,False,True,False,0.4885844748858447,0.4885844748858447
TIC157586003,18.617498,40.018691,621.002,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC336128819,18.74509,36.563132,33.3951,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC123233041,18.752542000000002,42.451097999999995,1052.85,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC48018596,18.771746,50.492466,126.7411,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC336267424,18.77746,41.56002,788.706,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC48188920,18.828054,48.098942,,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC123495874,18.841976000000003,46.323281,738.225,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC394050135,18.853017,82.245414,339.2706,True,False,True,False,0.228310502283105,0.228310502283105
TIC1715469662,18.899313,37.380825,,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC237184773,18.899318,37.380642,,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC237185205,18.90178,37.720015000000004,359.4924,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC164892194,19.016054999999998,46.668240999999995,1035.95,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC1716467085,19.039767,42.507414000000004,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC120757718,19.069392,36.632536,160.395,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC158170594,19.07402,43.680960999999996,1121.33,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC405717754,19.082895999999998,50.040366999999996,904.404,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC158276040,19.103337,44.080803,400.6571,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC120960812,19.109226,39.487904,244.966,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC399860444,19.120568,49.316421000000005,216.666,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC158324245,19.131411,46.868275,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC158561566,19.180588,47.33305,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC299158887,19.281753,49.548281,195.122,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC30329585,19.282579000000002,31.32358,217.8744,True,False,True,False,0.5159817351598174,0.5159817351598174
TIC159107668,19.315982,44.647346999999996,553.771,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC122220263,19.33473,36.637772,171.5737,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC417676622,19.402154,49.040213,144.768,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC24364065,19.408031,33.273702,507.1765,True,False,True,False,0.5114155251141552,0.5114155251141552
TIC350995812,19.461428,36.529899,443.557,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC424865156,19.483145999999998,47.969543,344.459,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC21755546,19.485787,30.297328999999998,416.0599,True,False,True,False,0.4931506849315068,0.4931506849315068
TIC379931600,19.561823999999998,29.596295,110.0909,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC138361973,19.584332,37.538601,154.4282,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC69679391,19.644094,31.219201,136.958,True,False,True,False,0.5205479452054794,0.5205479452054794
TIC378159598,19.648182000000002,41.565154,565.7389,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC69997672,19.654939000000002,31.958040999999998,234.6812,True,False,True,False,0.5342465753424658,0.5342465753424658
TIC138968089,19.673406,40.986723,440.7422,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC169177766,19.820003,41.326844,613.083,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC83210867,19.830629000000002,34.829665000000006,248.5522,True,False,True,False,0.4931506849315068,0.4931506849315068
TIC28230919,19.847343,48.081831,37.806,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC101929303,19.951591,35.988359,489.4763,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC268823307,19.960469,44.035039000000005,923.446,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC172370679,19.96179,40.143346,128.917,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC356158613,20.047244,39.668371,56.4146,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC89389197,20.078512,30.409948999999997,424.4843,True,False,True,False,0.5068493150684932,0.5068493150684932
TIC89510024,20.087851,30.670696000000003,,True,False,True,False,0.5114155251141552,0.5114155251141552
TIC274762761,20.089758,38.228325,24.1483,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC89643259,20.094058999999998,33.049205,,True,False,True,False,0.5114155251141552,0.5114155251141552
TIC89759617,20.104312,35.588396,634.8803,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC41330864,20.114031,38.431024,276.3271,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC185405474,20.114512,45.499227000000005,392.0492,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC42123111,20.148004999999998,38.245221,1322.0518,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC43064903,20.177942,40.668628000000005,24.5383,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC92783821,20.201155,35.524628,532.1697,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC186000935,20.204864999999998,44.495878000000005,157.0475,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC312083267,20.219682000000002,36.725485,463.7359,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC11111899,20.254989000000002,36.651807,288.2592,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC202563254,20.268956,31.925686,240.3673,True,False,True,False,0.5296803652968036,0.5296803652968036
TIC203189770,20.320002,32.581045,477.259,True,False,True,False,0.5205479452054794,0.5205479452054794
TIC13419950,20.352623,41.462365000000005,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC13684720,20.369217000000003,36.064784,,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC15247229,20.448723,38.932269,350.914,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC199376584,20.449409,33.744388,80.8551,True,False,True,False,0.5068493150684932,0.5068493150684932
TIC15565627,20.467776,39.87713,440.4316,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC408203470,20.480729,33.413959000000006,,True,False,True,False,0.5068493150684932,0.5068493150684932
TIC16102323,20.489107999999998,37.508561,847.5295,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC16740101,20.523993,39.938913,205.6555,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC161450762,20.618392999999998,32.471081,,True,False,True,False,0.5251141552511416,0.5251141552511416
TIC416624606,20.669204,50.323741999999996,338.4209,True,False,True,False,0.4520547945205479,0.4520547945205479
TIC315755496,20.688758,82.43530200000001,593.4718,True,False,True,False,0.1963470319634703,0.1963470319634703
TIC195199644,20.902432,37.789356,1177.16,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC279177746,20.925677,46.502085,470.3226,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC236445129,20.951235,31.661019,450.2882,True,False,True,False,0.5342465753424658,0.5342465753424658
TIC330332501,21.007358,46.060449,402.4469,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC330468175,21.01108,47.785990999999996,541.7999,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC357457104,21.03606,45.775741,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC274170255,21.096423,46.845151,308.366,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC165523947,21.120926,40.167171999999994,711.187,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC274662200,21.124482999999998,46.865373,42.0445,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC358631536,21.171697,48.464282,404.2691,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC136848581,21.183193,43.551895,287.7036,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC136971594,21.197741,43.592849,158.9042,True,False,True,False,0.45662100456621,0.45662100456621
TIC137284119,21.215677,46.26809,459.6433,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC167098530,21.241807,40.017016999999996,73.7893,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC167092385,21.248307999999998,38.094232,,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC275722992,21.252330999999998,44.899679,752.5587,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC167403519,21.288334,38.104855,,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC13499636,21.346794,28.055829,139.1421,True,False,True,False,0.45662100456621,0.45662100456621
TIC163539739,21.36523,35.648625,,True,False,True,False,0.4840182648401826,0.4840182648401826
TIC266688542,21.401587,46.384673,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC468472950,21.418881,40.887821,281.992,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC274942910,21.528438,41.797465,52.5746,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC275111900,21.547123000000003,39.072196000000005,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC240450679,21.568491,46.931774,728.12,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC266593143,21.635732,30.488188,92.6269,True,False,True,False,0.5388127853881278,0.5388127853881278
TIC190430205,21.661501,46.220215,1043.2968,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC190442486,21.662371,41.950794,369.0037,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC395171208,21.667635999999998,48.406766999999995,201.6536,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC190743990,21.719141,45.646806,241.6685,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC240613164,21.753681,45.812546999999995,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC345996087,21.832003,44.080059999999996,403.1933,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC256886630,21.959004,41.449509,304.0253,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC256783784,21.960119,36.321404,95.4362,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC162130054,22.074514,31.018766999999997,304.8966,True,False,True,False,0.5525114155251142,0.5525114155251142
TIC353038705,22.208796,31.364666999999997,,True,False,True,False,0.54337899543379,0.54337899543379
TIC119700084,22.216878,37.627573999999996,115.785,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC199444169,22.325523,42.560314,72.9044,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC164150537,22.382807,30.573268,,True,False,True,False,0.5525114155251142,0.5525114155251142
TIC164150539,22.383571,30.572726,245.6882,True,False,True,False,0.5525114155251142,0.5525114155251142
TIC164173105,22.388354,35.03492,152.1838,True,False,True,False,0.4931506849315068,0.4931506849315068
TIC120602501,22.512454,40.003763,118.9966,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC128501004,22.602228,37.841042,129.737,True,False,True,False,0.4748858447488584,0.4748858447488584
TIC115771549,22.654394,33.889459,202.3882,True,False,True,False,0.502283105022831,0.502283105022831
TIC129539786,22.930241,39.645117,196.9667,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC346338552,22.963024,38.674919,159.706,True,False,True,False,0.4703196347031963,0.4703196347031963
TIC346418409,22.973976999999998,39.658712,112.7472,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC418959198,22.993818,36.517666,87.0375,True,False,True,False,0.4794520547945205,0.4794520547945205
TIC155001079,23.010361,46.032536,604.9241,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC155005217,23.016254999999997,42.549318,523.0946,True,False,True,False,0.45662100456621,0.45662100456621
TIC155114483,23.049897,44.564848,277.6775,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC455791689,23.089824,46.903117,,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC2041563029,23.101163,43.898633000000004,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC313506357,23.183836,45.933690000000006,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC173612049,23.238763,44.508759000000005,166.3755,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC367607434,23.258328,46.576021999999995,162.4036,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC174041208,23.401199,43.376670000000004,114.406,True,False,True,False,0.45662100456621,0.45662100456621
TIC125442121,23.438648,38.55294,467.0278,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC333473672,23.616055,39.639278999999995,155.8385,True,False,True,False,0.4657534246575342,0.4657534246575342
TIC176899385,23.651606,42.465987,277.5,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC176860064,23.655777,45.719851,,True,False,True,False,0.4611872146118721,0.4611872146118721
TIC409520860,23.696793,37.186566,242.9602,True,False,True,False,0.4748858447488584,0.4748858447488584
